Interactie	Interactors	MI
A1CF	ZNF385A	0.08074804
A1CF	ZNF469	0.07376925
A1CF	ZNF512	0.07009077
A1CF	ZNF560	0.07115505
ABCA5	ABCC8	0.08626567
ABCA5	ABHD17C	0.06462951
ABCA5	ACKR3	0.07400585
ABCA5	ACVR2B	0.06836811
ABCA5	ADM	0.06637462
ABCA5	AFDN	0.06409923
ABCA5	AKAP1	0.06625039
ABCA5	AKAP12	0.05960081
ABCA5	AKT1S1	0.08763004
ABCA5	AMOTL2	0.09640771
ABCA5	ANKRD36B	0.08971627
ABCA5	ANKS1A	0.14168118
ABCA5	APPL1	0.10091739
ABCA5	B4GALT1	0.06196541
ABCA5	BACE1	0.14802571
ABCA5	BTG2	0.07018763
ABCA5	CASTOR2	0.07038114
ABCA5	CCDC90B	0.11783812
ABCA5	CD28	0.0752965
ABCA5	CD8A	0.06168795
ABCA5	CD8A	0.06011338
ABCA5	CDC20B	0.08743031
ABCA5	CLEC5A	0.06779528
ABCA5	COL3A1	0.11867147
ABCA5	COLCA1	0.0745235
ABCA5	CSPP1	0.11615661
ABCA5	CTXN1	0.13344069
ABCA5	CX3CL1	0.08680575
ABCA5	CXCR1	0.08566149
ABCA5	DACT1	0.07753611
ABCA5	DCDC2	0.06368694
ABCA5	DENND2D	0.11357388
ABCA5	DSCC1	0.09802552
ABCA5	DUSP2	0.07535847
ABCA5	DUSP6	0.06739071
ABCA5	EDAR	0.07020594
ABCA5	EDC4	0.07906599
ABCA5	EPAS1	0.06250506
ABCA5	EPHB1	0.06038422
ABCA5	ERBB3	0.07555159
ABCA5	ETF1	0.06550803
ABCA5	F3	0.14556449
ABCA5	FBXW2	0.2083596
ABCA5	FJX1	0.10289189
ABCA5	GCNT1	0.0879478
ABCA5	HES1	0.08552529
ABCA5	HES1	0.0805314
ABCA5	HIVEP3	0.12045567
ABCA5	HLA-G	0.05923849
ABCA5	HOXB13	0.06186372
ABCA5	HOXC6	0.07846495
ABCA5	HYKK	0.05869162
ABCA5	ICAM4	0.06558278
ABCA5	ID1	0.06545458
ABCA5	INMT	0.06017723
ABCA5	IP6K1	0.08122662
ABCA5	IPPK	0.06220544
ABCA5	KCNS3	0.06018415
ABCA5	KDM4B	0.08926654
ABCA5	KLHL26	0.07337213
ABCA5	LCMT2	0.07674726
ABCA5	LIF	0.06073819999999999
ABCA5	MTG2	0.06280424
ABCA5	NIPAL4	0.07174889999999999
ABCA5	NNT	0.0999029
ABCA5	NUDT6	0.12011522
ABCA5	P2RX2	0.08369431
ABCA5	PARP2	0.07343277
ABCA5	PDK1	0.12441966
ABCA5	PLEKHA2	0.09390229
ABCA5	PMM2	0.12437527
ABCA5	PXDC1	0.06202402
ABCA5	RCHY1	0.11317779
ABCA5	RNF34	0.05950089
ABCA5	SAV1	0.06086193
ABCA5	SECTM1	0.06831865
ABCA5	SERPINE1	0.06330825
ABCA5	SHPRH	0.07605923
ABCA5	SIX5	0.12497411
ABCA5	SLC15A1	0.15943981
ABCA5	SLC30A1	0.1158211
ABCA5	SLC34A1	0.06524534
ABCA5	SLC7A1	0.09117141
ABCA5	SMCO4	0.07452431
ABCA5	SMYD4	0.10448445
ABCA5	SNAPC4	0.07462636
ABCA5	SNAPC4	0.10750509
ABCA5	SORBS1	0.06075162
ABCA5	SRBD1	0.09841756
ABCA5	SRC	0.05831131
ABCA5	STAG3	0.06108673
ABCA5	SUSD6	0.07885797
ABCA5	SYP	0.11944699
ABCA5	TACC2	0.12428327
ABCA5	TLR4	0.06180223
ABCA5	TLR4	0.06784069
ABCA5	TMEM170B	0.08470956
ABCA5	TMEM2	0.06862138
ABCA5	TMEM25	0.07148133
ABCA5	TMEM53	0.05948627
ABCA5	TPD52	0.06547321
ABCA5	TPP1	0.10714093
ABCA5	TRIM10	0.07868893
ABCA5	TRPS1	0.06537542
ABCA5	TSC22D1	0.08128099
ABCA5	TXNIP	0.06665684
ABCA5	VSTM1	0.07877725
ABCA5	WBSCR17	0.14099089
ABCA5	WIZ	0.09341167
ABCA5	XPO1	0.12987189
ABCA5	ZFYVE27	0.07043354
ABCA5	ZNF181	0.06430814
ABCA5	ZNF385A	0.12579815
ABCA5	ZNF469	0.06574524
ABCA5	ZNF512	0.06499134
ABCA5	ZNF516	0.07777279
ABCB8	ABCC8	0.06061752
ABCB8	ACKR3	0.09150306
ABCB8	ACTBL2	0.09367476
ABCB8	AKAP1	0.06864996
ABCB8	AKAP12	0.06841232
ABCB8	AMT	0.06556565
ABCB8	APPL1	0.09753239999999999
ABCB8	ASB8	0.07366595
ABCB8	B4GALT1	0.06108416
ABCB8	BRF1	0.06617913
ABCB8	BTG2	0.05949856
ABCB8	C9orf72	0.05859335
ABCB8	CD8A	0.07451251
ABCB8	CDC20B	0.09185473
ABCB8	COL3A1	0.07623552
ABCB8	CPEB3	0.08594636
ABCB8	CRLS1	0.10807025
ABCB8	CSPP1	0.06846486
ABCB8	CTXN1	0.08129423
ABCB8	CX3CL1	0.05854764
ABCB8	DENND2D	0.10564058
ABCB8	DSCC1	0.07351798
ABCB8	DUSP3	0.06146159
ABCB8	EDAR	0.09938507
ABCB8	EPB41L3	0.14338872
ABCB8	EPM2AIP1	0.06913165
ABCB8	ERBB3	0.06161734
ABCB8	ETF1	0.06019836
ABCB8	FAM170A	0.10057697
ABCB8	FER	0.08110628
ABCB8	GCNT1	0.08933081
ABCB8	GMFG	0.05848115
ABCB8	GOLGA7B	0.0868829
ABCB8	HAUS5	0.06732923
ABCB8	HIVEP3	0.06204516
ABCB8	HYOU1	0.07145816
ABCB8	INPP5D	0.08433
ABCB8	JAZF1	0.06987919999999999
ABCB8	KCTD15	0.07624175
ABCB8	KDM4B	0.10211486
ABCB8	KIAA0586	0.07583575
ABCB8	KIFC3	0.08594541
ABCB8	KLF11	0.07636789
ABCB8	KRTAP12-2	0.07246559
ABCB8	LCMT2	0.06002717
ABCB8	LDB3	0.09855408
ABCB8	NUDT14	0.0591585
ABCB8	PARP2	0.0646152
ABCB8	PLEKHA6	0.05994195
ABCB8	PMM2	0.09027373
ABCB8	RCHY1	0.06289091
ABCB8	RESP18	0.07801051
ABCB8	RRNAD1	0.06574664
ABCB8	SAV1	0.08481264
ABCB8	SCARA5	0.07120241
ABCB8	SH3GLB2	0.06348706
ABCB8	SHANK2	0.0771893
ABCB8	SHTN1	0.05899189
ABCB8	SIX1	0.06204333
ABCB8	SLC30A1	0.08004545
ABCB8	SMYD4	0.06265279
ABCB8	SNAPC4	0.07993648
ABCB8	SNAPC4	0.06680238
ABCB8	SORBS1	0.11869438
ABCB8	SPEN	0.07070643
ABCB8	SRC	0.06394865
ABCB8	STAG3	0.06307896
ABCB8	SUSD6	0.0608352
ABCB8	SYP	0.09355452
ABCB8	TACC2	0.06016053
ABCB8	TMEM170B	0.06544562
ABCB8	TMEM25	0.09284408
ABCB8	TPD52	0.07986663
ABCB8	TPD52	0.05832381
ABCB8	TPP1	0.06963592
ABCB8	TRPS1	0.06983134
ABCB8	TSC22D1	0.07394862
ABCB8	TXNIP	0.06891812
ABCB8	WDR62	0.06066457
ABCB8	WIZ	0.06114502
ABCB8	XPO1	0.06350237
ABCB8	ZFPM1	0.06153324
ABCB8	ZFYVE27	0.11765686
ABCB8	ZNF33A	0.08245873
ABCB8	ZNF385A	0.08534299999999999
ABCB8	ZNF469	0.06000054
ABCB8	ZNF496	0.06470627
ABCB8	ZNF71	0.07298346
ABCC8	ABCD4	0.09933948
ABCC8	ABHD17C	0.09357488
ABCC8	ACKR3	0.07358575
ABCC8	ACTBL2	0.06537474
ABCC8	ACVR2B	0.06355013
ABCC8	ADAMTSL1	0.06285735
ABCC8	ADM	0.05908340000000001
ABCC8	AKAP12	0.09729083
ABCC8	AKT1S1	0.07238589999999999
ABCC8	AMOTL2	0.07677329
ABCC8	AMT	0.07974798
ABCC8	ANKRD36B	0.08983614
ABCC8	ANKS1A	0.08650869
ABCC8	APBB2	0.06087514
ABCC8	ATN1	0.09117968
ABCC8	B4GALT1	0.07702929
ABCC8	BCL7A	0.07482398
ABCC8	BRF1	0.06586674
ABCC8	C9orf72	0.08782028
ABCC8	CASTOR2	0.06764272
ABCC8	CCDC90B	0.07512994
ABCC8	CLEC5A	0.12179969
ABCC8	CMTM4	0.09570735
ABCC8	COL7A1	0.08404242
ABCC8	COLCA1	0.08003783
ABCC8	CSPP1	0.10131093
ABCC8	CTXN1	0.07809468
ABCC8	CX3CL1	0.15443916
ABCC8	CYFIP2	0.0775207
ABCC8	DCDC2	0.06869565
ABCC8	DENND2D	0.07169554
ABCC8	DSCC1	0.1291226
ABCC8	DUSP2	0.0640152
ABCC8	DUSP3	0.07813473
ABCC8	EDC4	0.13249846
ABCC8	EPAS1	0.09187999999999999
ABCC8	EPB41L3	0.08029879
ABCC8	EPM2AIP1	0.061461699999999994
ABCC8	ERBB3	0.1190693
ABCC8	ETF1	0.09951474
ABCC8	F3	0.06958264
ABCC8	FAM161B	0.07024743
ABCC8	FAM170A	0.10272254
ABCC8	FBXW2	0.05915597
ABCC8	FER	0.12807087
ABCC8	FZD7	0.05886215
ABCC8	GCNT1	0.06926282
ABCC8	GLUD1	0.09534571
ABCC8	GOLGA7B	0.07178469999999999
ABCC8	HAUS5	0.06701803
ABCC8	HES1	0.06658699
ABCC8	HES1	0.09704677
ABCC8	HIVEP3	0.09219035
ABCC8	HLA-G	0.06175466
ABCC8	HOXB13	0.05902651
ABCC8	HOXC6	0.06255075
ABCC8	ICAM4	0.06254568
ABCC8	ID1	0.0656536
ABCC8	INPP5D	0.06195418
ABCC8	IP6K1	0.07383809
ABCC8	JAZF1	0.0816028
ABCC8	KCNS3	0.07709485
ABCC8	KCTD15	0.07641044
ABCC8	KDM4B	0.08233351
ABCC8	KDM5A	0.10015817
ABCC8	KIFC3	0.08460285
ABCC8	KLF11	0.08396755
ABCC8	KLHL26	0.07086093
ABCC8	MAFG	0.06424539
ABCC8	MTG2	0.07496999
ABCC8	MYO10	0.06299297
ABCC8	NAIP	0.1042557
ABCC8	NIPAL4	0.06172154
ABCC8	NIPAL4	0.06656989
ABCC8	NNT	0.15406897
ABCC8	NUDT14	0.07658977
ABCC8	NUDT6	0.09208616
ABCC8	PDK1	0.06868786
ABCC8	PIGA	0.0621475
ABCC8	PLEKHA2	0.08462279
ABCC8	PLEKHA6	0.05840024
ABCC8	PMEPA1	0.08902895
ABCC8	PRICKLE2	0.06360286
ABCC8	PSPC1	0.07902149
ABCC8	RCHY1	0.08262847
ABCC8	RNF34	0.07077943
ABCC8	RRNAD1	0.06392016
ABCC8	SAV1	0.08955583
ABCC8	SERPINE1	0.06552332
ABCC8	SHPRH	0.09511931
ABCC8	SHTN1	0.07654196
ABCC8	SMCO4	0.07667997
ABCC8	SMYD4	0.07125301
ABCC8	SNAPC4	0.06228763
ABCC8	SNAPC4	0.08163012
ABCC8	SPEN	0.09527784
ABCC8	SRBD1	0.11623997
ABCC8	SRC	0.10456992
ABCC8	STAG3	0.07863025
ABCC8	SUSD6	0.07514167
ABCC8	SYP	0.07378259
ABCC8	TACC2	0.10184294
ABCC8	TLR4	0.06511185
ABCC8	TLR4	0.06484934
ABCC8	TMEM2	0.07026748
ABCC8	TMEM25	0.06973214
ABCC8	TMEM53	0.0979908
ABCC8	TNC	0.06293908
ABCC8	TPD52	0.08327648
ABCC8	TRPS1	0.12718464
ABCC8	TSC22D1	0.0649337
ABCC8	VSTM1	0.07375859
ABCC8	VWA5A	0.06929315
ABCC8	XPO1	0.07849172
ABCC8	ZFPM1	0.06545615
ABCC8	ZFYVE27	0.08938541
ABCC8	ZNF181	0.08512385
ABCC8	ZNF33A	0.09029014
ABCC8	ZNF436	0.07607303
ABCC8	ZNF469	0.07027362
ABCC8	ZNF512	0.09319246
ABCC8	ZNF560	0.06941665
ABCC8	ZNF71	0.05904657
ABCD4	ABHD17C	0.18742451
ABCD4	ACKR3	0.20522470000000004
ABCD4	ACVR2B	0.15224374
ABCD4	ADM	0.29425798
ABCD4	AFDN	0.07517389
ABCD4	AKAP12	0.15129298
ABCD4	AKT1S1	0.07451785
ABCD4	AMOTL2	0.10269037
ABCD4	ANKRD36B	0.10009898
ABCD4	ANKS1A	0.06740371
ABCD4	APBB2	0.07597385
ABCD4	ARMC8	0.08038512
ABCD4	ASB8	0.07023703
ABCD4	B4GALT1	0.16349762
ABCD4	BCL7A	0.08213939
ABCD4	C9orf72	0.09046209
ABCD4	CAMK2A	0.06236921
ABCD4	CCDC90B	0.09187577
ABCD4	CCNJL	0.07266610000000001
ABCD4	CD28	0.07261486
ABCD4	CD8A	0.11989269
ABCD4	CD8A	0.07086717
ABCD4	CLEC5A	0.10355819999999999
ABCD4	CMTM4	0.10337143
ABCD4	COL3A1	0.10588876
ABCD4	COL7A1	0.25885412
ABCD4	COLCA1	0.06523936
ABCD4	CPEB3	0.06012598
ABCD4	CSPP1	0.10284158
ABCD4	CTXN1	0.08256519999999999
ABCD4	CXCR1	0.06163866
ABCD4	CYFIP2	0.09871854
ABCD4	DACT1	0.22818203
ABCD4	DENND2D	0.13161689999999998
ABCD4	DRD3	0.07309772
ABCD4	DSCC1	0.08315078
ABCD4	DUSP2	0.07971293
ABCD4	DUSP3	0.1500906
ABCD4	DUSP6	0.10930537
ABCD4	EDC4	0.09992464
ABCD4	ENPP3	0.07757188
ABCD4	EPAS1	0.0746235
ABCD4	EPB41L3	0.06903887
ABCD4	EPM2AIP1	0.08765175
ABCD4	ERBB3	0.09438902
ABCD4	ETF1	0.17340453
ABCD4	F3	0.20561828
ABCD4	FAM161B	0.06412495
ABCD4	FAM170A	0.10065992
ABCD4	FER	0.10495759
ABCD4	FJX1	0.08643807
ABCD4	FZD7	0.19199874
ABCD4	GCNT1	0.25047947
ABCD4	GLUD1	0.14816949999999998
ABCD4	GOLGA7B	0.06267408
ABCD4	HAUS5	0.07262482
ABCD4	HES1	0.07565533
ABCD4	HES1	0.10028315
ABCD4	HIVEP3	0.16761217
ABCD4	HLA-G	0.0605876
ABCD4	HOXB13	0.08687854
ABCD4	HOXC6	0.15805513
ABCD4	ICAM4	0.06466682
ABCD4	ID1	0.15357411
ABCD4	INMT	0.07525842
ABCD4	INPP5D	0.11206834
ABCD4	IPPK	0.16819308
ABCD4	JAZF1	0.07978966
ABCD4	KCNS3	0.25043715
ABCD4	KCTD15	0.07448379
ABCD4	KDM4B	0.12749183
ABCD4	KDM5A	0.08472014
ABCD4	KIAA0586	0.08825253
ABCD4	KIAA0930	0.17929900000000001
ABCD4	KIF2C	0.14434599
ABCD4	KIFC3	0.19391874
ABCD4	KLF11	0.07536266
ABCD4	KLHL26	0.26225678
ABCD4	LCMT2	0.11546051
ABCD4	LIF	0.28038962
ABCD4	MAFG	0.25970203
ABCD4	MTG2	0.06372833
ABCD4	MYO10	0.21987632
ABCD4	NAIP	0.20009316
ABCD4	NIPAL4	0.23321892
ABCD4	NIPAL4	0.24771820000000003
ABCD4	NNT	0.09790042
ABCD4	NUDT14	0.05838358
ABCD4	P2RX2	0.05935074
ABCD4	PARP2	0.08651765
ABCD4	PDK1	0.24057486
ABCD4	PMEPA1	0.21113799
ABCD4	PMEPA1	0.23739022
ABCD4	PMM2	0.08536242
ABCD4	PPM1E	0.05840671
ABCD4	PRICKLE2	0.16621703
ABCD4	PSPC1	0.07965476
ABCD4	PXDC1	0.25146715
ABCD4	RAB3A	0.07792616
ABCD4	RCHY1	0.060162
ABCD4	RESP18	0.09200311
ABCD4	RNF34	0.20399122
ABCD4	SAV1	0.15525377
ABCD4	SECTM1	0.13455084
ABCD4	SERPINE1	0.24752735
ABCD4	SH3GLB2	0.08743733
ABCD4	SHPRH	0.07772895
ABCD4	SIX1	0.20164934
ABCD4	SIX5	0.05899937
ABCD4	SLC15A1	0.05992156
ABCD4	SLC30A1	0.09052689
ABCD4	SLC34A1	0.06288158
ABCD4	SMCO4	0.21243993
ABCD4	SMYD4	0.06345931
ABCD4	SNAPC4	0.08270584
ABCD4	SNAPC4	0.07476074
ABCD4	SORBS1	0.11339835
ABCD4	SPEN	0.25688563
ABCD4	SRBD1	0.12458167
ABCD4	SRC	0.14134829999999998
ABCD4	STAG3	0.1017747
ABCD4	SUSD6	0.2952587
ABCD4	SYP	0.13873994
ABCD4	TACC2	0.07908812
ABCD4	TCN2	0.07243653
ABCD4	TLR4	0.20297038
ABCD4	TLR4	0.28649801
ABCD4	TMEM2	0.28741115
ABCD4	TMEM25	0.09754148
ABCD4	TMEM53	0.09403856
ABCD4	TNC	0.05899241
ABCD4	TPD52	0.08890628
ABCD4	TPP1	0.06217252
ABCD4	TRPS1	0.22134189999999998
ABCD4	TSC22D1	0.06370105
ABCD4	TUBGCP3	0.07254005
ABCD4	TXNIP	0.24541741
ABCD4	VSTM1	0.08280939
ABCD4	VWA5A	0.07754464
ABCD4	WDR62	0.09875548
ABCD4	XPO1	0.12716041
ABCD4	ZFYVE27	0.11635464
ABCD4	ZNF181	0.22214355
ABCD4	ZNF260	0.07423977
ABCD4	ZNF33A	0.09211864
ABCD4	ZNF436	0.24869571
ABCD4	ZNF469	0.20165065
ABCD4	ZNF496	0.07743659
ABCD4	ZNF512	0.16869599
ABCD4	ZNF560	0.07159989
ABCD4	ZNF71	0.06338148
ABHD17C	ACKR3	0.09621469
ABHD17C	ACTBL2	0.06621415
ABHD17C	ACVR2B	0.1509603
ABHD17C	ADAMTSL1	0.07713842
ABHD17C	ADM	0.37113343
ABHD17C	AFDN	0.08878534
ABHD17C	AKAP1	0.07094891
ABHD17C	AKAP12	0.30040264
ABHD17C	AMOTL2	0.11398366
ABHD17C	AMT	0.06634444
ABHD17C	ANKRD36B	0.19760887
ABHD17C	AP3B2	0.06897489
ABHD17C	APBB2	0.14765212
ABHD17C	APPL1	0.07154404
ABHD17C	ARMC8	0.14440055
ABHD17C	ASB8	0.14928828
ABHD17C	B4GALT1	0.24142201
ABHD17C	BACE1	0.07882452
ABHD17C	BCL7A	0.17793352
ABHD17C	BTG2	0.06494615
ABHD17C	C9orf72	0.06596608
ABHD17C	CAMK2A	0.08300158
ABHD17C	CBX6	0.06479091
ABHD17C	CCDC90B	0.11325450000000001
ABHD17C	CCNJL	0.07800154
ABHD17C	CD28	0.10040917
ABHD17C	CD8A	0.07866186
ABHD17C	CLEC5A	0.10286359
ABHD17C	CMTM4	0.1800392
ABHD17C	COL3A1	0.12966644
ABHD17C	COL7A1	0.32371823
ABHD17C	CPEB3	0.13501777
ABHD17C	CSPP1	0.13996498
ABHD17C	CYFIP2	0.09605553
ABHD17C	DACT1	0.3629193
ABHD17C	DENND2D	0.10428873
ABHD17C	DRD3	0.12555174
ABHD17C	DSCC1	0.14778073
ABHD17C	DUSP2	0.18097344
ABHD17C	DUSP3	0.16359522
ABHD17C	DUSP6	0.27774352
ABHD17C	EDAR	0.07461876
ABHD17C	EDC4	0.06736411
ABHD17C	EPAS1	0.10479352
ABHD17C	EPB41L3	0.07215911
ABHD17C	EPM2AIP1	0.08828716
ABHD17C	EPM2AIP1	0.23268347
ABHD17C	ERBB3	0.06458756
ABHD17C	ETF1	0.24022235
ABHD17C	F3	0.22517087
ABHD17C	FAM170A	0.08076868
ABHD17C	FANCD2	0.06521508
ABHD17C	FBXW2	0.07103775
ABHD17C	FER	0.07680316
ABHD17C	FJX1	0.159748
ABHD17C	FZD7	0.50123871
ABHD17C	GCNT1	0.31267608
ABHD17C	GLUD1	0.10982675
ABHD17C	GOLGA7B	0.06360639
ABHD17C	HES1	0.16106032
ABHD17C	HES1	0.14667008
ABHD17C	HIVEP3	0.22911875
ABHD17C	HLA-G	0.05856547
ABHD17C	HOXB13	0.10759118
ABHD17C	HOXC6	0.22951688
ABHD17C	HYKK	0.10418324
ABHD17C	ID1	0.17288543
ABHD17C	INPP5D	0.06996672
ABHD17C	IP6K1	0.13505443
ABHD17C	IPPK	0.26168606
ABHD17C	KCNJ5	0.07751393
ABHD17C	KCNS3	0.19497543
ABHD17C	KCTD15	0.09482488
ABHD17C	KDM4B	0.09474508
ABHD17C	KDM5A	0.11262408
ABHD17C	KIAA0586	0.09833352
ABHD17C	KIAA0930	0.13125824
ABHD17C	KIF2C	0.19719920000000002
ABHD17C	KIFC3	0.17352335
ABHD17C	KLF11	0.12603005
ABHD17C	KLHL26	0.18065119
ABHD17C	KMT2D	0.07970874
ABHD17C	LCMT2	0.06971050000000001
ABHD17C	LIF	0.32498503
ABHD17C	MAFG	0.28117569
ABHD17C	MTG2	0.10420455
ABHD17C	MYO10	0.36813663
ABHD17C	NAIP	0.19556808
ABHD17C	NIPAL4	0.31295582
ABHD17C	NIPAL4	0.37207377
ABHD17C	NNT	0.10452481
ABHD17C	NUDT6	0.08108660000000001
ABHD17C	P2RX2	0.06675217
ABHD17C	PARP2	0.20027328
ABHD17C	PDK1	0.24011008
ABHD17C	PIGA	0.05986701
ABHD17C	PLEKHA2	0.13782264
ABHD17C	PMEPA1	0.3593886
ABHD17C	PMEPA1	0.36111713
ABHD17C	PMM2	0.22725041
ABHD17C	PRICKLE2	0.34662796
ABHD17C	PSPC1	0.20305425
ABHD17C	PXDC1	0.38770426
ABHD17C	RAB3A	0.14000992
ABHD17C	RESP18	0.06938929
ABHD17C	RND2	0.06007421
ABHD17C	RNF34	0.21832852
ABHD17C	RRNAD1	0.07059789999999999
ABHD17C	SAV1	0.26504129
ABHD17C	SERPINE1	0.37982466
ABHD17C	SH3GLB2	0.10044013
ABHD17C	SHPRH	0.08453465
ABHD17C	SIX1	0.49505437
ABHD17C	SIX5	0.17946082
ABHD17C	SLC30A1	0.31613316
ABHD17C	SLC7A1	0.06361284
ABHD17C	SMCO4	0.22009279
ABHD17C	SMYD4	0.10992468
ABHD17C	SNAPC4	0.10881203
ABHD17C	SNAPC4	0.2619396
ABHD17C	SORBS1	0.05830119
ABHD17C	SORBS1	0.09743610000000001
ABHD17C	SPEN	0.20389286
ABHD17C	SRBD1	0.11860459
ABHD17C	SRC	0.1947549
ABHD17C	STAG3	0.07090287
ABHD17C	SUSD6	0.24378474
ABHD17C	SYP	0.09257267
ABHD17C	TACC2	0.16167759
ABHD17C	TCN2	0.07188457
ABHD17C	TLR4	0.29923983
ABHD17C	TLR4	0.33254935
ABHD17C	TMEM170B	0.06352539
ABHD17C	TMEM2	0.30198971
ABHD17C	TMEM25	0.07432838
ABHD17C	TMEM53	0.06293961
ABHD17C	TNC	0.15604892
ABHD17C	TRIM10	0.07620471
ABHD17C	TRPS1	0.11933763
ABHD17C	TRUB1	0.07254646
ABHD17C	TSC22D1	0.12333244
ABHD17C	TUBGCP3	0.11668134
ABHD17C	TXNIP	0.30017288
ABHD17C	VSTM1	0.09201322
ABHD17C	VWA5A	0.0646626
ABHD17C	WBSCR17	0.07239264
ABHD17C	WDR62	0.06932082
ABHD17C	WIZ	0.05895199
ABHD17C	XPO1	0.23577186
ABHD17C	ZFPM1	0.08492041
ABHD17C	ZFYVE27	0.15823354
ABHD17C	ZNF181	0.20022326
ABHD17C	ZNF33A	0.10752489
ABHD17C	ZNF385A	0.05960337
ABHD17C	ZNF436	0.15458173
ABHD17C	ZNF469	0.40896805
ABHD17C	ZNF512	0.18231558
ABHD17C	ZNF560	0.08373901
ABHD17C	ZNF71	0.07469748
ACKR3	ACSS3	0.0628304
ACKR3	ACVR2B	0.08999922
ACKR3	ADM	0.13707548
ACKR3	AFDN	0.13375974
ACKR3	AKAP12	0.06564708
ACKR3	AKT1S1	0.0683661
ACKR3	AMT	0.07842387
ACKR3	AMT	0.08695927
ACKR3	ANKRD36B	0.09253551
ACKR3	ANKS1A	0.09024
ACKR3	AP3B2	0.05977694
